"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"LLM-Driven Approach to Automated Sustainability of IoT Systems","N. Petrović; D. Krstić; S. Suljović; D. Javor","Department of Computer Science, Faculty of Electronic Engineering, University of Niš, Niš, Serbia; Faculty of Electronic Engineering, University of Niš, Niš, Serbia; Faculty of Information Technologies, Metropolitan University, Niš, Serbia; Department of Systems Research in Safety and Risk, Faculty of Occupational Safety, University of Niš, Niš, Serbia",2025 IEEE 34th International Conference on Microelectronics (MIEL),"2 Dec 2025","2025","","","1","4","Due to huge number and heterogeneity of devices within Internet of Things (IoT)-based architectures, scalability and maintainability of such systems rise many challenges when it comes to long-term sustainability, especially regarding scalability and maintainability aspects. In this paper, we explore state-of-art Large Language Model (LLM)-based techniques as well as Agentic AI approaches in order to automate these aspects and reduce the cognitive load and need for human intervention. As intermediary step for system representation, we leverage Model-Driven Engineering (MDE) approach in order to ensure verifiability. As outcome, two case studies relying on GPT-40 model are presented.","2159-1679","979-8-3315-1418-1","10.1109/MIEL66332.2025.11261122","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11261122","IoT systems;large language model;model-driven engineering","Scalability;Large language models;Cognitive load;Model driven engineering;Hardware;Maintenance;Microelectronics;Time factors;Security;Sustainable development","","2","","18","IEEE","2 Dec 2025","13-16 Oct. 2025","13-16 Oct. 2025","IEEE","IEEE Conferences"
"A GPT-Based Code Review System With Accurate Feedback for Programming Education","D. -K. Lee; I. Joe","Department of Computer Science, Hanyang University, Seoul, Republic of Korea; Department of Computer Science, Hanyang University, Seoul, Republic of Korea",IEEE Access,"24 Jun 2025","2025","13","","105724","105737","The increasing demand for programming education and growing class sizes require immediate and personalized feedback. However, integrating Large Language Models (LLMs) like ChatGPT in introductory programming courses raises concerns about AI-assisted cheating. In large-scale settings, faulty code submissions may lead LLMs to overanalyze, causing unnecessary token consumption. This paper proposes a GPT-4o-based code review system that provides accurate feedback while reducing token usage and preventing AI-assisted cheating. Unlike general-purpose LLM tools for professionals, the system is pedagogically designed for primary and secondary students by focusing on review necessity and learner-friendly feedback. The system features a Code Review Module (CRM) that reduces token usage via a Review Necessity Chain (RNC), and Code Correctness Check Module (CCM) combining test case validation with LLM-based assessment. To prevent AI-assisted cheating, the system provides automated feedback on submitted code without prompting and revealing correct answers, which are accessed only through the “Ask Code Tutor” button. In usability test, the system detected up to 42.86% more errors than a conventional online judge. BERTScore analysis showed that over 80% of the system-generated reviews were semantically aligned with human feedback. A performance comparison with state-of-the-art systems demonstrated a blocking success rate of 86%, with a comparable review omission rate. These results indicate that the system provides more accurate feedback than conventional automated code reviews, while achieving token efficiency and supporting self-directed learning through educational feedback. Thus, it can serve as a practical solution for scalable programming education in primary and secondary classes.","2169-3536","","10.1109/ACCESS.2025.3581139","DLAB in RECRUITING PRIMARY AND SECONDARY students for the usability testing of the Code Review System and by C3 Coding in providing an online judge system dataset for experimental evaluation.; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11039773","Large language models (LLMs);GPT-4o;programming education;learner-friendly code reviews;LangChain","Codes;Reviews;Education;Programming profession;Chatbots;Proposals;Automation;Accuracy;Usability;Training","","1","","29","CCBY","18 Jun 2025","2025","","IEEE","IEEE Journals"
"Arithmetic-Aware Question-Answering on Tabular Data Using a Large Language Model-Based Code Generation Agent","Á. Pándy; R. Lakatos; A. Hajdu","Dept. of Data Science & Visualization, Faculty of Informatics, University of Debrecen, Debrecen, Hungary; Dept. of Data Science & Visualization, Faculty of Informatics, University of Debrecen, Debrecen, Hungary; Dept. of Data Science & Visualization, Faculty of Informatics, University of Debrecen, Debrecen, Hungary",2025 IEEE 29th International Conference on Intelligent Engineering Systems (INES),"17 Jul 2025","2025","","","000083","000088","Large language models excel in language understanding but struggle with precise numerical reasoning, making accurate tabular data question-answering challenging, especially with arithmetic operations. This study proposes an arithmetic-aware question-answering agent that enhances the accuracy of tabular question-answering by integrating code generation and knowledge injection techniques. We employ structured prompt engineering, table preprocessing, and dynamic function synthesis to improve numerical computations without applying additional model fine-tuning. Our results show that a native large language model-based approach achieves only 29% exact match accuracy, while our code generation agent reaches 58%. If we further exclude scale mismatches, the accuracy improves to 80%, which also shows an increase in arithmetic precision.","1543-9259","979-8-3315-9771-9","10.1109/INES67149.2025.11078188","Innovation Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11078188","generative large language models;code generation agent;tabular data;prompt engineering;arithmetic calculation","Accuracy;Codes;Computational modeling;Large language models;Cognition;Robustness;Numerical models;Prompt engineering;Noise measurement;Arithmetic","","","","15","IEEE","17 Jul 2025","11-13 June 2025","11-13 June 2025","IEEE","IEEE Conferences"
"Multi-Agent LLM Collaboration for Adaptive Code Review, Debugging, and Security Analysis","T. Sharanarthi; S. Polineni","IBM Silicon Valley Labs, California, USA; San Jose State University, California, USA","2025 International Conference on Mechatronics, Robotics, and Artificial Intelligence (MRAI)","4 Sep 2025","2025","","","541","546","Automated code review systems have improved software development, yet many lack contextual awareness, leading to redundant feedback and limited adaptability to user-specific coding styles. This paper presents a multi-agent AI-driven framework that leverages FAISS-based memory to improve review efficiency, personalization, and collaboration. The system integrates code review, bug detection, and security analysis agents, operating independently and interactively to analyze and refine code submissions. A feedback mechanism enables users to influence future AI suggestions, ensuring that recommendations evolve based on individual preferences and past interactions. Through structured experiments, we evaluated the impact of FAISS memory on the reduction of redundant feedback, evaluated the effectiveness of collaborative agent execution, and measured the system’s ability to adapt to coding patterns over time. The results indicate that the incorporation of FAISS significantly improves AI-assisted development by minimizing unnecessary repetitions while maintaining essential corrective feedback. This research demonstrates the potential of adaptive AI systems in software engineering, contributing to more intelligent, context-aware, and efficient code review methodologies.","","979-8-3315-2198-1","10.1109/MRAI65197.2025.11135756","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11135756","Large language models (LLMs);multiagent systems;automated code review;debugging;security analysis;retrieval-augmented generation (RAG);FAISS;software quality assurance","Codes;Reviews;Retrieval augmented generation;Computer bugs;Collaboration;Debugging;Software quality;Encoding;Security;Software development management","","1","","7","IEEE","4 Sep 2025","19-21 June 2025","19-21 June 2025","IEEE","IEEE Conferences"
"AutoOptiCode-LLM: An Autonomous Large Language Model Framework for Intelligent Code Generation and Optimization","P. Endla; J. G. Thatipudi; M. L. Talluri; P. K. Joshi; A. Joshi; M.Anuradha","Department of Physics, School of Sciences and Humanities, SR University, Warangal, Telangana, India; Dept. of Computer Science, University of North Texas; Department of CSE, R.V.R &JC College of Engineering, Guntur, India; Department of Mathematics, IPS Academy Indore MP; Department of Mathematics, Ips Academy, Indore; Dept of CSE, Keshav Memorial Institute of Technology, Hyderabad, Telangana, India",2025 6th International Conference on IoT Based Control Networks and Intelligent Systems (ICICNIS),"1 Jan 2026","2025","","","1471","1478","The growing demand for rapid, high-quality software development has intensified the need for intelligent automation in code generation and optimization. This paper presents an autonomous large language model (LLM) framework that integrates context-aware prompt engineering, multi-stage optimization, and a self-healing correction loop to produce efficient, reliable, and maintainable code with minimal human intervention. The system begins by analyzing functional and non-functional requirements, translating them into a structured context vector to guide the LLM. It then dynamically refines prompts based on real-time feedback, ensuring progressive improvement in output quality. Generated code undergoes automated syntax and semantic validation, followed by a multi-stage optimization pipeline targeting algorithmic efficiency, memory utilization, and compiler-level enhancements. A hybrid execution simulation, combining symbolic and sandboxed testing, further validates robustness and performance. Experimental evaluation across diverse programming tasks demonstrated significant performance improvements over baseline LLM code generation. The proposed framework achieved an average accuracy of 96.6% in hybrid execution reliability, with error rate reductions exceeding 61%, execution time improvements averaging 24%, and code quality scores improving by ~16%. These results confirm that the integration of adaptive prompt engineering and iterative optimization enables autonomous, high-accuracy code generation suitable for real-world applications. The framework’s adaptability positions it as a transformative solution for domains requiring both speed and quality in software development.","","979-8-3315-1520-1","10.1109/ICICNIS66685.2025.11315793","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11315793","Autonomous Code Generation;Large Language Models;Prompt Engineering;Code Optimization;Software Automation;Hybrid Execution Simulation","Codes;Translation;Large language models;Syntactics;Vectors;Software;Software reliability;Prompt engineering;Optimization;Software development management","","","","15","IEEE","1 Jan 2026","15-17 Dec. 2025","15-17 Dec. 2025","IEEE","IEEE Conferences"
"APICoder: A Multi-Role Large Language Model Framework for API Service Call Code Generation","C. Yang; L. Yu; H. Su; X. Zhou","Ministry of Education, Engineering Research Center for Ecological Big Data, College of Computer Science, Inner Mongolia University, Hohhot, China; College of Computer Science, Inner Mongolia University, Hohhot, China; College of Computer Science, Inner Mongolia University, Hohhot, China; College of Computer Science, Inner Mongolia University, Hohhot, China",2025 IEEE International Conference on Web Services (ICWS),"30 Sep 2025","2025","","","849","851","With the rapid advancement of large language models (LLMs) in code generation, the task of API service invocation code generation faces increasing challenges such as inaccurate context understanding, improper API selection, and outdated data. To address these issues, this paper constructs a high-quality dataset, APIDataset, and fine-tunes the DeepSeek-Coder-V2-Lite-Instruct model based on this dataset. We further integrate a retrieval-augmented generation (RAG) approach to enhance the model's contextual comprehension capabilities. Moreover, we propose APICoder, a multi-role collaborative framework that optimizes different stages of code generation, significantly improving the quality of generated API invocation code. Finally, we develop the APITest benchmark and conduct two rounds of evaluation combining both API-specific and general code generation test sets. Experimental results demonstrate that APICoder achieves superior performance in both API invocation and general code generation tasks, validating its effectiveness and practical potential.","2836-3868","979-8-3315-5563-4","10.1109/ICWS67624.2025.00109","Natural Science Foundation of Inner Mongolia Autonomous Region(grant numbers:2022MS06024); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11169704","API service call;Code generation;LLMs;Multirole;RAG","Codes;Web services;Large language models;Retrieval augmented generation;Collaboration;Reinforcement learning;Benchmark testing;Faces;Context modeling","","","","4","IEEE","30 Sep 2025","7-12 July 2025","7-12 July 2025","IEEE","IEEE Conferences"
"Code Review with Large Language Models","R. Kumar; C. Coutinho","Department of Tecnology, Instituto Universitário de Lisboa (ISCTE-IUL), Lisboa, Portugal; Department of Tecnology, Instituto Universitário de Lisboa (ISCTE-IUL), ISTAR, Lisboa, Portugal",2025 International Conference on Electrical and Computer Engineering Researches (ICECER),"25 Feb 2026","2025","","","1","5","With the recent rise of conversational AI (Artificial Intelligence) models, such as ChatGPT, it is essential to understand how these models can be used to complete tasks faster and more efficiently. LLMs (Large Language Models) can assist software developers in solving a variety of problems such as completing missing portions of code, finding vulnerabilities in the code, styling the code. Therefore, these tools can be useful for accelerating the learning curve. This paper investigates how LLMs can be used for code review by junior software developers. A code review aims to identify mistakes that a junior developer may miss and improve readability of the code. In this study, a tool was built that uses the ChatGPT API to review code. The same pieces of code were reviewed using different prompts and different versions of the ChatGPT model. The results indicate that, to use LLMs effectively for code review, the prompt alone is not enough, there should also be used the model with the higher number of parameters to obtain better reviews.","","978-1-6654-5756-9","10.1109/ICECER65523.2025.11401087","Fundação para a Ciência e a Tecnologia; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11401087","LLM;AI;Junior;Developer;Software;Development;ChatGPT;API;Review","Analytical models;Codes;Reviews;Large language models;Pipelines;Chatbots;Software;Encoding;Delays;Software development management","","","","8","IEEE","25 Feb 2026","6-8 Dec. 2025","6-8 Dec. 2025","IEEE","IEEE Conferences"
"A Three-Stage Pipeline using ReAct and Reflexion for Reliable LLM-based Java Unit Test Case Generator","R. P. Ubaidillah; Y. Widyani","School of Electrical Engineering and Informatics, Bandung Institute of Technology, Bandung, Indonesia; School of Electrical Engineering and Informatics, Bandung Institute of Technology, Bandung, Indonesia",2025 IEEE International Conference on Data and Software Engineering (ICoDSE),"28 Jan 2026","2025","","","42","47","Writing comprehensive unit tests is a time-consuming challenge in software development. While Large Language Model (LLM) based tools offer a solution, they often struggle with code correctness and reliability. This paper proposes a novel tool for generating Java unit tests using a three-stage pipeline architecture: code description, test scenario listing, and code generation. Our approach integrates advanced techniques like Reflexion for iterative description, parallel generation for scenario diversity, and the ReAct framework for dynamic code repair. Testing on Apache Commons projects shows superior code and branch coverage ($92 \%-98 \%$) over benchmarks, with 78 %-83 % execution success rate.","2640-0227","979-8-3315-7578-6","10.1109/ICoDSE68111.2025.11351825","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11351825","unit testing;code generation;Large Language Model (LLM);ReAct;Reflexion","Java;Codes;Large language models;Pipelines;Writing;Maintenance engineering;Reliability engineering;Software reliability;Software engineering;Software development management","","","","13","IEEE","28 Jan 2026","28-29 Oct. 2025","28-29 Oct. 2025","IEEE","IEEE Conferences"
"Multi-Layer Feature Fusion for Detecting AI-Generated Code in Programming Education","S. Guo; Z. Tang","School of Information Science and Technology, ShanghaiTech University, Shanghai, China; School of Information Science and Technology, ShanghaiTech University, Shanghai, China",2025 IEEE International Conference on Big Data (BigData),"6 Mar 2026","2025","","","3631","3639","The rapid development of large language models (LLMs) has enhanced their ability to produce coherent and contextually relevant text, but also raised concerns about the misuse of AI -generated content, creating a need for effective detection methods. Recent surveys report widespread generative AI adoption in higher educationj l], highlighting risks to aca-demic integrity. Compared to text, generative AI shows stronger performance in coding tasks, making source-code detection a critical focus. While zero-cost detectors such as DetectGPT[2] achieve high accuracy, they incur high computational cost and lack code-specific optimizations. We propose ShanghaiTect, an AIGC detector for algorithmic code that integrates four feature types: watermarks, statistical measures (perplexity, burstiness), structural characteristics (AST, TF-IDF), and semantic embed-dings from CodeBERT[3]. This multi-layer pipeline enables faster runtime and stable accuracy while providing pre-screening for watermarked code. Experiments on a dataset of 18,393 Python and C++ code snippets show that ShanghaiTect matches or exceeds state-of-the-art baselines across multiple generative mod-els, improving code-specific detection accuracy and demonstrating stronger cross-model generalization. Across all evaluations, ShanghaiTect achieves an average accuracy of approximately 98%, with notable improvements in both detection performance and computational efficiency compared to existing detectors.","2573-2978","979-8-3315-9447-3","10.1109/BigData66926.2025.11400936","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11400936","AI-Generated Code Detection;Large Language Models;Watermarking;Abstract Syntax Tree;Code Semantics;Perplexity","Codes;Accuracy;Generative AI;Large language models;Trees (botanical);Semantics;Detectors;Watermarking;Feature extraction;Computational efficiency","","","","28","IEEE","6 Mar 2026","8-11 Dec. 2025","8-11 Dec. 2025","IEEE","IEEE Conferences"
"SGCR: A Specification-Grounded Framework for Trustworthy LLM Code Review","K. Wang; B. Mao; S. Jia; Y. Ding; D. Han; T. Ma; B. Cao","HiThink Research, Hangzhou, China; HiThink Research, Hangzhou, China; HiThink Research, Hangzhou, China; HiThink Research, Hangzhou, China; HiThink Research, Hangzhou, China; HiThink Research, Hangzhou, China; Zhejiang University of Technology, Hangzhou, China",2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),"28 Jan 2026","2025","","","3778","3783","Automating code review with Large Language Models (LLMs) shows immense promise, yet practical adoption is hampered by their lack of reliability, context-awareness, and control. To address this, we propose Specification-Grounded Code Review (SGCR), a framework that grounds LLMs in human-authored specifications to produce trustworthy and relevant feedback. SGCR features a novel dual-pathway architecture: an explicit path ensures deterministic compliance with predefined rules derived from these specifications, while an implicit path heuristically discovers and verifies issues beyond those rules. Deployed in a live industrial environment at HiThink Research, SGCR’s suggestions achieved a 42% developer adoption rate—a 90.9% relative improvement over a baseline LLM (22%). Our work demonstrates that specification-grounding is a powerful paradigm for bridging the gap between the generative power of LLMs and the rigorous reliability demands of software engineering.","2643-1572","979-8-3503-5733-2","10.1109/ASE63991.2025.00315","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11334311","Code review;Specification-Grounded;Large language model","Analytical models;Codes;Reviews;Large language models;Production;Reliability engineering;Software reliability;Software engineering;Context modeling","","","","30","IEEE","28 Jan 2026","16-20 Nov. 2025","16-20 Nov. 2025","IEEE","IEEE Conferences"
"The Accuracy of AI-Generated Code Towards Productivity","M. R. Akbar; Anderies","Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, Indonesia; Computer Science Department, School of Computer Science, Bina Nusantara University, Jakarta, Indonesia",2025 International Conference on Converging Technology in Electrical and Information Engineering (ICCTEIE),"20 Jan 2026","2025","","","106","111","The emergence of large language models (LLMs) such as OpenAI Codex and GitHub Copilot - has changed much about software development. These computers can respond to natural language input to generate functions, code snippets, and even entire programs. This is all possible owing to natural language. In this research paper, the authors analyze and study the findings of earlier empirical studies to evaluate the accuracy and usefulness of AI-generated code. We look at how well different software tasks, results and developers' productivity are related, in terms of performance and quality of results. Nevertheless, evidence suggests that AI-generated code has many problems, especially related to code quality, maintainability, and security. It signifies that AI generated can help increase productivity and speed up the development process. Still, using the “human in the loop” approach is very important for risk mitigation and assurance of software correctness.","","979-8-3315-0396-3","10.1109/ICCTEIE66144.2025.11341839","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11341839","AI-Generated Codes;Large Language Models;Software Engineering;Code Accuracy;GitHub Copilot;Codex","Productivity;Training;Technological innovation;Codes;Accuracy;Large language models;Natural languages;Training data;Transforms;Software development management","","","","21","IEEE","20 Jan 2026","22-23 Oct. 2025","22-23 Oct. 2025","IEEE","IEEE Conferences"
"Improving Quality of LLM Code Generation in Low-Resource Programming Languages via Uncertainty Estimation","G. Andriushchenko","Research Center of the Artificial Intelligence Institute, Innopolis University, Innopolis, Russia",2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),"28 Jan 2026","2025","","","4153","4156","Large language models for source code (Code LLMs) demonstrate great performance on high-resource programming languages (HRPLs) but struggle with low-resource ones (LRPLs). Previous studies have improved LLM performance on LRPLs by continued training or tokenizer adaptation. However, they require costly data and can cause catastrophic forgetting. This paper proposes to address the poor performance of LLMs on LRPLs using uncertainty estimation (UE). UE methods have advanced LLM performance on natural language tasks, but are underexplored in source code settings. The research may provide three contributions: (1) a new code generation benchmark evaluating not only functional correctness but also readability, efficiency, and idiomatic style across Python, Java, Racket, and Elixir; (2) a new benchmark for evaluating uncertainty estimation when generating code; and (3) methods to improve LRPL code generation by leveraging UE. The methods utilizing UE include filtering synthetic training data by low uncertainty, an UE-driven curriculum learning strategy, uncertainty-aware decoding, and using uncertainty as an RL reward in alignment. The research may provide a comprehensive evaluation of uncertainty in code models, demonstrate that UE can improve LRPL generation, and open-source release of benchmarks and models as outcomes.","2643-1572","979-8-3503-5733-2","10.1109/ASE63991.2025.00399","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11334246","large language models;code generation;lowresource programming languages;uncertainty estimation","Training;Uncertainty;Codes;Source coding;Large language models;Estimation;Training data;Benchmark testing;Software engineering;Python","","","","38","IEEE","28 Jan 2026","16-20 Nov. 2025","16-20 Nov. 2025","IEEE","IEEE Conferences"
