"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","Link","Document Type","Publication Stage","Source"
"Virk Y.; Liu D.","Virk, Yuvraj (59144604300); Liu, Dongyu (57188753761)","59144604300; 57188753761","Non-programmers Assessing AI-Generated Code: A Case Study of Business Users Analyzing Data","2025","Proceedings of IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC","","","","337","342","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031786002&doi=10.1109%2FVL-HCC65237.2025.00044&partnerID=40&md5=fbeee0da93eb62098d6693ca17f4df36","Conference paper","Final","Scopus"
"Petrovic N.; Krstic D.; Suljovic S.; Javor D.","Petrovic, Nenad (57206900973); Krstic, Dragana (23019158200); Suljovic, Suad (54403894300); Javor, Dario (57195286376)","57206900973; 23019158200; 54403894300; 57195286376","LLM-Driven Approach to Automated Sustainability of IoT Systems","2025","2025 IEEE 34th International Conference on Microelectronics, MIEL 2025 - Proceedings","","","","","","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030336665&doi=10.1109%2FMIEL66332.2025.11261122&partnerID=40&md5=d285e569bfc86aaefb9a7ce214d37a84","Conference paper","Final","Scopus"
"Colletto A.S.; Bassano P.B.; Viticchie A.; Aliberti A.","Colletto, Alberto Salvatore (58689261100); Bassano, Paolo Bonelli (60091577600); Viticchie, Alessio (57191431231); Aliberti, Alessandro (57195104887)","58689261100; 60091577600; 57191431231; 57195104887","A Multi-Agent Framework for Natural Language-Driven Network Simulation","2025","International Conference on Wireless and Mobile Computing, Networking and Communications","","","","109","114","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029909705&doi=10.1109%2FWiMob66857.2025.11257534&partnerID=40&md5=a6659cf008006900ae21831308c30fb4","Conference paper","Final","Scopus"
"Coca A.; Gaynor M.; Zhang Z.; Cheng J.; Tseng B.-H.; Boothroyd P.; Alonso H.M.; Ó'Séaghdha D.; Johannsen A.","Coca, Alexandru (57219761008); Gaynor, Mark (58955777900); Zhang, Zhenxing (60057068900); Cheng, Jianpeng (60056914800); Tseng, Bo-Hsiang (57188981571); Boothroyd, Pete (60056883300); Alonso, Héctor Martinez (56368621700); Ó'Séaghdha, Diarmuid (60169815200); Johannsen, Anders (36473256600)","57219761008; 58955777900; 60057068900; 60056914800; 57188981571; 60056883300; 56368621700; 60169815200; 36473256600","ASPERA: A Simulated Environment to Evaluate Planning for Complex Action Execution","2025","Proceedings of the Annual Meeting of the Association for Computational Linguistics","1","","","25399","25434","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021033484&doi=10.18653%2Fv1%2F2025.acl-long.1234&partnerID=40&md5=338bb703e83475229c7855deaa73a563","Conference paper","Final","Scopus"
"Li Z.; Shareghi E.; Collier N.","Li, Zongqian (59302104800); Shareghi, Ehsan (35957521400); Collier, Nigel (7004876365)","59302104800; 35957521400; 7004876365","ReasonGraph: Visualization of Reasoning Methods and Extended Inference Paths","2025","Proceedings of the Annual Meeting of the Association for Computational Linguistics","3","","","140","147","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020383396&doi=10.18653%2Fv1%2F2025.acl-demo.14&partnerID=40&md5=c53c1ed644aced562fadd1044840acf7","Conference paper","Final","Scopus"
"Ramesh G.; Shrikant N.G.; Mahadev K.G.; Mohammed R.N.","Ramesh, G. (27467739700); Shrikant, N.G. (60497881000); Mahadev, Kutakole Gauri (60498366900); Mohammed, Rashad N. (60497570500)","27467739700; 60497881000; 60498366900; 60497570500","Fine-Tuning Techniques for Large Language Models: A Comprehensive survey","2025","2025 IEEE International Conference on Electronics, Computing and Communication Technologies, CONECCT 2025","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032696290&doi=10.1109%2FCONECCT65861.2025.11306881&partnerID=40&md5=34984259939a2364e41916352f980b0f","Conference paper","Final","Scopus"
"Özayturk H.; Buzluca F.","Özayturk, Hasen (60411166100); Buzluca, Feza (55882789900)","60411166100; 55882789900","AutoStructor: A Generative AI-Based Framework for Automated Program Repair with Deep Learning-Guided Fault Localization","2025","International Conference on Computer Science and Engineering, UBMK","","2025","","1193","1198","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030871385&doi=10.1109%2FUBMK67458.2025.11206755&partnerID=40&md5=0d29be1eeda0aff651b3d42ef52d55ef","Conference paper","Final","Scopus"
"Afrin S.; Xu B.; Mastropaolo A.","Afrin, Saima (57222062349); Xu, Bowen (57189036787); Mastropaolo, Antonio (54784859600)","57222062349; 57189036787; 54784859600","Is Quantization a Deal-Breaker? Empirical Insights from Large Code Models","2025","Proceedings - 2025 IEEE International Conference on Software Maintenance and Evolution, ICSME 2025","","","","467","479","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022463870&doi=10.1109%2FICSME64153.2025.00049&partnerID=40&md5=ab9ef1dce304f5853272e76eba9b2146","Conference paper","Final","Scopus"
"Garcia-Gasulla D.; Kestor G.; Parisi E.; Alberti-Binimelis M.; Gutierrez C.; Ghorab R.M.; Montenegro O.; Homs B.; Moreto M.","Garcia-Gasulla, Dario (36602576300); Kestor, Gokcen (37081153700); Parisi, Emanuele (59798967900); Alberti-Binimelis, Miquel (59796698000); Gutierrez, Cristian (59798968000); Ghorab, Razine Moundir (59343634400); Montenegro, Orlando (57232263600); Homs, Bernat (59800118100); Moreto, Miquel (57153699400)","36602576300; 37081153700; 59798967900; 59796698000; 59798968000; 59343634400; 57232263600; 59800118100; 57153699400","TuRTLe: A Unified Evaluation of LLMs for RTL Generation","2025","2025 ACM/IEEE 7th Symposium on Machine Learning for CAD, MLCAD 2025","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020833848&doi=10.1109%2FMLCAD65511.2025.11189228&partnerID=40&md5=64560979d5db708bc02d4f36f4edd5b5","Conference paper","Final","Scopus"
"Secco C.A.; Nazemi F.; Nazemi K.","Secco, Cristian A. (58188598100); Nazemi, Fraidoon (60234205100); Nazemi, Kawa (25522249300)","58188598100; 60234205100; 25522249300","Medical Visual Analytics - Visual Decision-Support for Primary Care","2025","Proceedings of the International Conference on Information Visualisation","","","","278","287","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024532820&doi=10.1109%2FIV68685.2025.00057&partnerID=40&md5=495f81d0699be4e2c120ef952bb3c1b6","Conference paper","Final","Scopus"
"Ulrichova H.; Mrazova M.; Tran D.; Javorcik T.; Havlaskova T.; Mrogala J.","Ulrichova, Hana (60422898300); Mrazova, Michaela (59523201700); Tran, Daniel (57188724312); Javorcik, Tomas (57191487643); Havlaskova, Tatiana (57209266646); Mrogala, Jan (60154013700)","60422898300; 59523201700; 57188724312; 57191487643; 57209266646; 60154013700","Case study: Creating escape games in Python using AI assistants","2025","ICETA 2025 - 23rd Year of International Conference on Emerging eLearning Technologies and Applications, Proceedings","","","","823","828","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031399854&doi=10.1109%2FICETA67772.2025.11280193&partnerID=40&md5=05025316686f43b2dc45cbc08ab75a4d","Conference paper","Final","Scopus"
"Li Z.; He Y.; He L.; Wang J.; Shi T.; Lei B.; Li Y.; Chen Q.","Li, Zeyuan (60046563600); He, Yangfan (59256792200); He, Lewei (57195585663); Wang, Jianhui (59416181300); Shi, Tianyu (57313670800); Lei, Bin (57887994600); Li, Yuchen (57916817100); Chen, Qiuwu (59165602000)","60046563600; 59256792200; 57195585663; 59416181300; 57313670800; 57887994600; 57916817100; 59165602000","FALCON: Feedback-driven Adaptive Long/short-term memory reinforced Coding OptimizatioN","2025","Proceedings - IEEE International Conference on Multimedia and Expo","","","","","","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022624419&doi=10.1109%2FICME59968.2025.11208959&partnerID=40&md5=ef8202370f4fe0f1d525cb917f7da009","Conference paper","Final","Scopus"
"Lu J.; Jiang L.; Li X.; Fang J.; Zhang F.; Yang L.; Zuo C.","Lu, Junyi (58567742200); Jiang, Lili (59962073300); Li, Xiaojia (58567368700); Fang, Jianbing (59962268300); Zhang, Fengjun (37061212300); Yang, Li (57208731132); Zuo, Chun (35876113700)","58567742200; 59962073300; 58567368700; 59962268300; 37061212300; 57208731132; 35876113700","Towards Practical Defect-Focused Automated Code Review","2025","Proceedings of Machine Learning Research","267","","","40505","40536","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023638478&partnerID=40&md5=d611897edbfab7cafd30778ef3fa1d8f","Conference paper","Final","Scopus"
"Szydlak R.; Kiyak Y.S.; Hege I.; Górski S.; Linglart L.; Shchudrova T.; Torre D.; Kononowicz A.A.","Szydlak, Renata (57210924494); Kiyak, Yavuz Selim (57218700207); Hege, Inga (6506755692); Górski, Stanisław (7004406194); Linglart, Lea (57203329269); Shchudrova, Tetiana (56507276300); Torre, Dario (7101601645); Kononowicz, Andrzej A. (35225095500)","57210924494; 57218700207; 6506755692; 7004406194; 57203329269; 56507276300; 7101601645; 35225095500","ChatGPT versus human authors: A comparative study of concept maps for clinical reasoning training with virtual patients","2025","Medical Teacher","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021618431&doi=10.1080%2F0142159X.2025.2583403&partnerID=40&md5=086eb99eb1911bace671ee112ee64ee5","Article","Article in press","Scopus"
"Zhan Y.; Liu Q.; Gao W.; Zhang Z.; Wang T.; Shen S.; Lu J.; Huang Z.","Zhan, Yi (59140849800); Liu, Qi (56382635200); Gao, Weibo (57215882801); Zhang, Zheng (58481823100); Wang, Tianfu (58601040700); Shen, Shuanghong (57218714129); Lu, Junyu (58794882200); Huang, Zhenya (57192675168)","59140849800; 56382635200; 57215882801; 58481823100; 58601040700; 57218714129; 58794882200; 57192675168","CoderAgent: Simulating Student Behavior for Personalized Programming Learning with Large Language Models","2025","IJCAI International Joint Conference on Artificial Intelligence","","","","293","301","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021814771&doi=10.24963%2Fijcai.2025%2F34&partnerID=40&md5=70d61f79e5fd3bfff490d98074c60a67","Conference paper","Final","Scopus"
"He Y.; Wu J.; Ling X.; Luo T.; Yang M.; Zhao C.","He, Yiming (60406863400); Wu, Jingzheng (36607190700); Ling, Xiang (57201738965); Luo, Tianyue (56747188000); Yang, Mutian (55930177900); Zhao, Chen (7403563736)","60406863400; 36607190700; 57201738965; 56747188000; 55930177900; 7403563736","CECoder: Fine-Grained Code Element Retrieval for Repository-Level Code Generation","2025","Proceedings - 2025 IEEE 36th International Symposium on Software Reliability Engineering Workshops, ISSREW 2025","","","","89","94","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030542337&doi=10.1109%2FISSREW67781.2025.00051&partnerID=40&md5=781ab5ef611a908c0f42c33d78cdbd3f","Conference paper","Final","Scopus"
"Jalori G.; Verma P.; Arık S.Ö.","Jalori, Gunjan (60098272100); Verma, Preetika (60098272200); Arık, Sercan Ö. (57201791321)","60098272100; 60098272200; 57201791321","FLAIRR-TS – Forecasting LLM-Agents with Iterative Refinement and Retrieval for Time Series","2025","EMNLP 2025 - 2025 Conference on Empirical Methods in Natural Language Processing, Findings of EMNLP 2025","","","","15427","15437","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028989084&doi=10.18653%2Fv1%2F2025.findings-emnlp.834&partnerID=40&md5=a8022b58d2fb728e95bc3baf47817175","Conference paper","Final","Scopus"
"Su Z.; Shen J.; Zhou Q.; Yong B.","Su, Zhao (59163223100); Shen, Jun (55649570000); Zhou, Qingguo (7402699808); Yong, Binbin (57192201295)","59163223100; 55649570000; 7402699808; 57192201295","Deep-Learning-Empowered Detection of Large-Language-Model-Based Generative Content in Educational Tasks","2025","IEEE Transactions on Learning Technologies","18","","","1036","1047","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020475235&doi=10.1109%2FTLT.2025.3626545&partnerID=40&md5=669c74fa93fa7f38a0f8786ff8769343","Article","Final","Scopus"
"Teng F.; Pan M.; Zhang X.; He Z.; Yang Y.; Chai X.; Qi M.; Lu L.; Yin J.","Teng, Fu (59530745800); Pan, Miao (60119003100); Zhang, Xuhong (57219174118); He, Zhezhi (57194287525); Yang, Yiyao (58945292300); Chai, Xinyi (60118825400); Qi, Mengnan (58680461700); Lu, Liqiang (57194855796); Yin, Jianwei (8249720800)","59530745800; 60119003100; 57219174118; 57194287525; 58945292300; 60118825400; 58680461700; 57194855796; 8249720800","VeriRL: Boosting the LLM-based Verilog Code Generation via Reinforcement Learning","2025","IEEE/ACM International Conference on Computer-Aided Design, Digest of Technical Papers, ICCAD","","","","","","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029415873&doi=10.1109%2FICCAD66269.2025.11241003&partnerID=40&md5=4632d262190ac0dde2377b2fcc2fba74","Conference paper","Final","Scopus"
"Gajjar J.; Subramaniakuppusamy K.; El Kachach N.","Gajjar, Jugal (59913974600); Subramaniakuppusamy, Kamalasankari (59209817000); El Kachach, Noha (60053394500)","59913974600; 59209817000; 60053394500","MalCodeAI: Autonomous Vulnerability Detection and Remediation via Language Agnostic Code Reasoning","2025","Proceedings - 2025 IEEE International Conference on Information Reuse and Integration and Data Science, IRI 2025","","","","31","36","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017853015&doi=10.1109%2FIRI66576.2025.00014&partnerID=40&md5=3f7a1cd5b29cef70da74530dae5b73b5","Conference paper","Final","Scopus"
"Erer E.; Bozanta A.; Aytac T.; Basar A.","Erer, Eray (60060042300); Bozanta, Aysun (56108389000); Aytac, Turgay (55532419600); Basar, Ayse (60498075900)","60060042300; 56108389000; 55532419600; 60498075900","A Fully Automated Agent for End-to-End Code Translation and Validation","2025","International Symposium on Empirical Software Engineering and Measurement","","","","324","330","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032708076&doi=10.1109%2FESEM64174.2025.00058&partnerID=40&md5=cd5cbb9dc611df7f61cddd50c7c0e81e","Conference paper","Final","Scopus"
"Chen Q.; Ren Y.; Ma X.; Shi Y.","Chen, Qin (57565269800); Ren, Yuanyi (57566251600); Ma, Xiaojun (57205738871); Shi, Yuyang (59939871500)","57565269800; 57566251600; 57205738871; 59939871500","Large Language Models for Predictive Analysis: How Far Are They?","2025","Proceedings of the Annual Meeting of the Association for Computational Linguistics","","","","7961","7978","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028649283&doi=10.18653%2Fv1%2F2025.findings-acl.416&partnerID=40&md5=2f4d5a333caef8a7e0c34b23b5407685","Conference paper","Final","Scopus"
"Sharabov M.; Georgieva P.; Tsochev G.; Trifonov R.","Sharabov, Maksim (57222468025); Georgieva, Polya (59323927400); Tsochev, Georgi (57195808516); Trifonov, Rumen (60301525700)","57222468025; 59323927400; 57195808516; 60301525700","Comparative Analysis of Large Language Models: Case Study of GPT, Gemini, DeepSeek","2025","2025 13th International Scientific Conference on Computer Science, COMSCI 2025 - Proceedings","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026858428&doi=10.1109%2FCOMSCI67172.2025.11225122&partnerID=40&md5=82eae50a7bd444bc0f8aee12b272f295","Conference paper","Final","Scopus"
"Syahrin Sya'bani M.R.; Richasdy D.; Kusumo D.S.","Syahrin Sya'bani, Muhamad Raihan (60171646800); Richasdy, Donni (57219015705); Kusumo, Dana Sulistyo (55345929100)","60171646800; 57219015705; 55345929100","Implementation of System Code Generation Based on Large Language Model Fine-tune with QLoRA","2025","2025 International Conference on Information and Communication Technology, ICoICT 2025","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020929284&doi=10.1109%2FICoICT66265.2025.11193032&partnerID=40&md5=d8e7e41cb7b0d921138b6ca9584486c3","Conference paper","Final","Scopus"
"Yarramallu V.S.N.L.; Gangireddy R.J.; Manne L.N.; Veena G.","Yarramallu, V S N Lokesh (59031518200); Gangireddy, Rahul Jogi (59032200500); Manne, Leela Naresh (60422669400); Veena, G. (57198996470)","59031518200; 59032200500; 60422669400; 57198996470","HybridCode: A Dual-Database Framework for Intelligent Codebase Analysis and Article Generation","2025","2025 5th Asian Conference on Innovation in Technology, ASIANCON 2025","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105031443246&doi=10.1109%2FASIANCON66527.2025.11281189&partnerID=40&md5=2ba7ea3b6fe5199a51534c8839c5fc42","Conference paper","Final","Scopus"
"Li M.; Mishra A.; Mujumdar U.","Li, Mingda (58811725300); Mishra, Abhijit (56349872900); Mujumdar, Utkarsh (59332198100)","58811725300; 56349872900; 59332198100","Bridging the Language Gap: Enhancing Multilingual Prompt-Based Code Generation in LLMs via Zero-Shot Cross-Lingual Transfer","2025","Proceedings of the International Joint Conference on Neural Networks","","","","","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023982425&doi=10.1109%2FIJCNN64981.2025.11227991&partnerID=40&md5=8ebdf18f7f0c6e76e44797238ee32a3b","Conference paper","Final","Scopus"
